_id,word1,word2
2301,ቅናት,"Hinaafa, Hinaaffaa"
2302,ቅኔ,Ciigoo
2303,ቅንቅን,Nyaattuu
2304,ቅንድብ,Nyaara
2305,ቅንጅት,Qindaayina
2306,ቅንጥር,Muxxee
2307,ቅኝግዛት,Gita bittaa garbummaa
2308,ቅዘናም,Albaha
2309,ቅዘን,Albaatii
2310,ቅዝቃዜ,Qabbana
2311,ቅዠታም,Weerara
2312,ቅዠት,Gurjaa
2313,ቅየራ,Jijjiiran
2314,ቅያሪ,"Geeddarumsa, Jijjiiraa, Jijjirraa"
2315,ቅይይር,"Waljijjiira, Waljijjiirsa"
2316,ቅዱ,Waraaba
2317,ቅዳሜ,Sanbata Xinaa
2318,ቅድመ አያት,"Akaakilee, Akkaakilee"
2319,ቅድመተከተል,Tartiiba
2320,ቅድም,"Sila, Silla"
2321,ቅድስት,Qulqulluu
2322,ቅድስና,Qulqulluuma
2323,ቅጠል,Baala
2324,ቅጣት,Adabbii
2325,ቅጽል,Addeessa
2326,ቅጽበት,Yeroo gabaabduu
2327,ቆለለ,Tuulee
2328,ቆለጥ,Gomboora
2329,ቆለፈ,Cufe
2330,ቆሎ,Akaayii
2331,ቆመ,"Dhaabate, Dhabbate, Ijaajjee"
2332,ቆሰለ,"Madaa’’ee, Madaa’ee"
2333,ቆሰለች,Maddooftee
2334,ቆረጠ,"Mure, Muree"
2335,ቆረጠች,Kutee
2336,ቆረጡ,"Kutan, Muranii"
2337,ቆረጥን,Kunnee
2338,ቆራጣ,Citaa
2339,ቆራጥ,"Kutataa, Obaafatu"
2340,ቆራጥነት,Kutannoo
2341,ቆራጭ,Murtuu
2342,ቆርኪ,Qorkii
2343,ቆሻሻ,"Balfaa, Kosii, Xurii"
2344,ቆሻሻ ጠረጉ,Haran-Kosii
2345,ቆብ,Qoobii
2346,ቆነጃጅት,Mimmiidhagoo
2347,ቆንጆ,"Bareedaa, Midhaaga, Miidhagduu"
2348,ቆንጥር,Gosa biqiltuu
2349,ቆየች,Turte
2350,ቆዩ,Turan
2351,ቆይ,"Afachu, Turi"
2352,ቆይተዉ,Turani
2353,ቆይታ,"Turiinsa, Turtii"
2354,ቆይቶ,Turee
2355,ቆዳ,"Gogaa, Gogga, Kalee"
2356,ቆጠረ,Lakkaa’ee
2357,ቆጠበ,Qusatee
2358,ቆጣሪ,Lakkooftuu
2359,ቆጥቡ,Qusadha
2360,ቆጮ,Qocoo
2361,ቆፈረ,Qote
2362,ቆፈሩ,Qotaan
2363,ቆፋሪ,"Qotaa, Qottu"
2364,ቆፍሩ,Sooqaa
2365,ቋሚ,"Dhaabataa, Dhabbataa"
2366,ቋንቋ,"Afaan, Qooqa"
2367,ቋንቋዎች,"Qooqa, afaan"
2368,ቋንጣ,Qoonxaa
2369,ቋጠረ,Guduunfe
2370,ቋጠሮ,"Gudunfaa, Guduunfaa"
2371,በሀሳብ,"Yaadaan, Yaadan, Yaddan"
2372,በሀብታሞች,Sooressaan
2373,በሀዘን,Gaddaan
2374,በሀይል,Humnaan
2375,በሃይል,Humna
2376,በሀገር ላይ,Biyyaarratti
2377,በሁለተኛ ላይ,Lammaffaatti
2378,በሁለተኛዉ,Lammataatiis
2379,በሁሉም,Hundarratti
2380,በሁዋላ,Booda
2381,በህልም,"Abjuun, Abjuutti"
2382,በህዝብ,Uummataan
2383,በህግ,Seeraan
2384,በሆድ,Garaatti
2385,በኋላ,Boodde
2386,በለጠ,Caale
2387,በለጠዉ,Hincaalleen
2388,በሉ,"Nyaatan, Nyaatanii"
2389,በሉ!,"Jedha!, Jedhaa!"
2390,በላ,Nyaate
2391,በላም,Saawwan
2392,በላን,"Nyaadhee, Nyaane"
2393,በላጩ,Caalaan
2394,በል,Jedhii
2395,በልመና,Kadhaadhaan
2396,በልቻለሁ,Nyaadheera
2397,በልግ,Arfaasa
2398,በመሃል,"Gidduudhaan, Gidduutis, Jiddutti"
2399,በመለማመድ,Shaakalluurraa
2400,በመለየት,Addummaan
2401,በመላ,Malaan
2402,በመመሳሰል,Walfakachuun
2403,በመሞከር,Yaaluun
2404,በመስመር,Sararaan
2405,በመስራት,Hojjachun
2406,በመስጠት,Laachuudhan
2407,በመቀጠል,Ittiaanuun
2408,በመብላት,Nyaachuudhaan
2409,በመታወጅ,Labsamuudhan
2410,በመታደሱ,Haaromfamuudhan
2411,በመንገድ ላይ,Karaatti
2412,በመኪና,Konkolaataadhaan
2413,በመድረክ ላይ,Waltajjiirratti
2414,በመጀመሪያ,"Duran, Jalqabaati, Jalqabarratti"
2415,በመጀመርያ,Tokkoffaa
2416,በመጠቀም,Gargaaramuudhan
2417,በመጣላት,Loluudhan
2418,በመጨረሻ,Dhumarratti
2419,በመጨረሻም,Xumurarratti
2420,በመፍጠር,Uumuudhaan
2421,በሙሉ,Guutuuman
2422,በሚስጥር,Icciitiin
2423,በማለት,Jechuudhan
2424,በማሳየት,Agarsiisudhaan
2425,በማስታወስ,Yaadachuudhan
2426,በማስታወሻ,Yaadannootti
2427,በማሸት,Sukkuumuun
2428,በማሸነፍ,Mohachuun
2429,በማቃለል,Salphisuurratti
2430,በማብላት,Nyaachisuudhan
2431,በማነስ,Xiqqaachuun
2432,በማንኛዉም,Kamiinuu
2433,በማካሄድ,Sirneessuudha
2434,በምስራቅ,Bahaan
2435,በምስክር,Ragaan
2436,በምርምር,Qorannootiin
2437,በምን,Maalin
2438,በምን ላይ,Maalirratti
2439,በሞራል,Hamileedhaan
2440,በሰላም,"Nagaadhan, Nagaan"
2441,በሰልፍ,Tarreedhan
2442,በሰባት,Torbaati
2443,በሰዓት,Sa’atiidhaan
2444,በሰፊው,Bal’inaan
2445,በሰፊዉ,"Bal’inaan, Baldhinaan"
2446,በሳ,Ure
2447,በሳል,Bilchaataa
2448,በሴኮንድ,Sakondiitti
2449,በስህተት,Dogoggoran
2450,በስልክ,Bilbilaan
2451,በስልጣን,Aangoon
2452,በስልጣን ላይ,Aangoorratti
2453,በስም,Maqaan
2454,በስምምነት,Waliigaluudhan
2455,በስምምነት ላይ,Waliigalteerratti
2456,በስራ,Hojiidhaan
2457,በስባሳ,Tortortuu
2458,በስተቀኝ,Kara mirgatin
2459,በስተውጭ,Kara alatin
2460,በስተጀርባ,Duuba
2461,በስፋት,Bal’inaan
2462,በሶ,Bassoo
2463,በረሃ,Gammoojjii
2464,በረረ,"Balali’e, Nibalali’e"
2465,በረራ,Barrarsuu
2466,በረሮ,"Bararii, arraabbii"
2467,በረታች,Jabaatee
2468,በረት,Mooraa horii
2469,በረከተ,Barakate
2470,በረከት,Barakaa
2471,በረዶ,Cabbii
2472,በሩ,Balballi
2473,በራ,Ife
2474,በራስ,Ofiiti
2475,በራሷ,Matumashee
2476,በራሪ,Balali’a
2477,በራች,Iftee
2478,በሬ,Sangaa
2479,በሬዎች,"Qotiyyootti, Sangoota"
2480,በር,"Balbala, Cufaa, Saanqaa"
2481,በርሜል,Barmeela
2482,በርበሬ,Barbaree
2483,በርባሪ,Golgolaa
2484,በርቱ,Jabaadha
2485,በርታ!,Jabadhu!
2486,በርቶ,Ife
2487,በርካታ,Danuu
2488,በርግጥ,Dhuguma
2489,በሸታ,Dhukkuba
2490,በሺዎች,Kumaatamaan
2491,በሽምግልና,Jaarsaan
2492,በሽርክና,Sharikuuma
2493,በሽተኛ,Dhukkubsataa
2494,በሽታ,Dhukkuba
2495,በሽታዎች,Dhukkubota
2496,በቀለ,Biqilee
2497,በቀላሉ,Salphaatti
2498,በቀል,Gumaa
2499,በቀስታ,"Sutta, Suutan"
2500,በቀን,Guyyaatti
2501,በቀደም,Dheengaddaa
2502,በቀጣይ,Ittiaanuun
2503,በቁመት,"Hojjaadhan, Hojjattin"
2504,በቁጥር,Lakkofsaan
2505,በቂ,"Ga’aa, Gahaa"
2506,በቃ,Ga’aa
2507,በቅሎ,Gaangee
2508,በቅርብ,Dhiyootti
2509,በቅድመተከተል,Tartiibaan
2510,በቅጣት,Adabbiin
2511,በቆሎ,Boqoolloo
2512,በቆይታ,Turinan
2513,በበአል,Ayyaanaan
2514,በቡድን,"Gareetti, Gariin"
2515,በባህል,Aadaatin
2516,በባለሙያ,Ogessaa
2517,በቤተሰብ,Maatiidhan
2518,በብረት,Sibiilaan
2519,በብርሃን,Ifaan
2520,በብዛት,Caalaadhaan
2521,በተለይ,"Keessumaa, Kessattuu"
2522,በተስፋ,Abdiin
2523,በተራ,Tarreen
2524,በተነ,Bittineesse
2525,በተደጋጋሚ,Ammas ammaswaan ta’u
2526,በተግባር,Gochaan
2527,በተጨማሪ,Dabalataan
2528,በተፈጥሮ,"Uumamaan, Uumamaatiin"
2529,በታተነች,Mancaaftee
2530,በታች,Jalaan
2531,በታችም,Jalaanis
2532,በታኝ,Facaasaa
2533,በትር,Ulee
2534,በትንሹ,Xiqqaatu
2535,በትክክል,"Siritti, Sirriiti"
2536,በትግስት,Obsaan
2537,በነጥብ,"Qabxiidhaan, Qaphxiin"
2538,በነጭ,Adiin
2539,በነጻ,Bilisaan
2540,በነፃ,Tolaan
2541,በናትህ,Maaloo
2542,በንቀት,Tuffiidhaan
2543,በንዴት,Aariin
2544,በንግድ,Daldalaan
2545,በንፋስ,Qilleensaan
2546,በአለም ላይ,Addunyaarratti
2547,በአል,Ayyaana
2548,በአመት,Waggaatti
2549,በአመዛኙ,Caalaatti
2550,በአማሪኛ,Amaariffaan
2551,በአራት,Afuriin
2552,በአንዴ,"Takkaan, Takkaatti, Tokkichaan"
2553,በአንድ,Tokkotti
2554,በአንድ ላይ,Oliitiin
2555,በአንድነት,"Tokkummaadhaan, Tokkummaadhan, Tokkummaati"
2556,በአካል,Qaamaan
2557,በአክብሮት,Kabajaan
2558,በአይን,Ijaan
2559,በአዲሱ,Haaraatti
2560,በአጠቃላይ,Waliigalatti
2561,በአፋጣኝ,Daddafiidhaan
2562,በዓላት,Ayyaanota
2563,በዓል,Ayyaana
2564,በእልህ,Walmorkiidhaan
2565,በእምነት,Amantiin
2566,በእሳት,Ibiddaanii
2567,በእርጋታ,Suuta
2568,በእርግማን,Abaarsaan
2569,በእርግጥ,Sirriidhan
2570,በእቅድ,Karooraan
2571,በእነሱ ላይ,Isaaniirratti
2572,በእንድ ላይ,Walfaana
2573,በእውነቱ,Dhugaadhaan
2574,በእውነት,Dhugaadhan
2575,በእጅ,"Harkaan, Harkaatti"
2576,በእግር,Miilaan
2577,በከለ,Xureessuu
2578,በከፊል,Gartokkee
2579,በክት,Xuraa’aa
2580,በወር,Ji’ati
2581,በወተት,Aannaniin
2582,በወንዝ,Lagatti
2583,በውስጥ,Kessatti
2584,በዉስጠኛ,Keessaan
2585,በዉስጤ,Nakeessatti
2586,በዉስጥ,Keessaan
2587,በዉጭ,Bakkeetti
2588,በዘር,Sanyiidhaani
2589,በዘዴ,Haalaan
2590,በዘፈን,Weedduudhaan
2591,በዚህ,Kanaan
2592,በዚህ ግዜ,Yoonuma
2593,በዚያ,Sanaan
2594,በዛ ላይ,Tanarratti
2595,በዛ በኩል,Achiin
2596,በዛላይ,Sanirratti
2597,በዛዉ,Achumaan
2598,በዝተዉ,Baay’atanii
2599,በየሰአቱ,Sa’atii sa’atiidhaan
2600,በየሳምቱ,Torbeedhaan
2601,በየሳምንቱ,Torban torbaniin
2602,በየቀኑ,Guyyumaan
2603,በየአመቱ,Waggaa-waggaan
2604,በየአቅጣጫዉ,Kallatiidhan
2605,በየወሩ,Ji’a-li’an
2606,በየጥቂቱ,Xinnoo-xinnoon
2607,በዬት,Eessaan
2608,በይበልጥ,Irracaalatti
2609,በደምብ,Sirriitti
2610,በዳገት,Tabbatti
2611,በድንገት,Tasa
2612,በጀርባ,Boodaan
2613,በጀት,Baajata
2614,በገና,Baganaa
2615,በገንዘብ,Horiin
2616,በገጠር,Baadiyatti
2617,በጊዜ,Yaroon
2618,በጋ,Bona
2619,በጋሪ,Gaarin
2620,በጋራ,Waliin
2621,በጋራ ነዉ,Waliindhaa
2622,በግ,"Holaa, Hoolaa"
2623,በግልጽ,Ifatti
2624,በግልፅ,Ifaan
2625,በግማሽ,Walakkaatti
2626,በግምት,Tilmaamaan
2627,በግብዣ ላይ,Afeerraatti
2628,በግንባር,"Addaaan, Addaan"
2629,በግዜ,Yeroodhaan
2630,በግዴታ,Dirqamaan
2631,በጎርፍ,Lolaattin
2632,በጠበጠ,Bulbulee
2633,በጣም,Sirriitti
2634,በጣት,Qubaan
2635,በጤና,Fayyaati
2636,በጥልቅ,Gadi fageenyaan
2637,በጥሞና ማዳመጥ,Qalbeefachuun
2638,በጥንቃቄ,Eeggannaan
2639,በጥይት,Rasaasaan
2640,በጭራሽ,"Gonkumaa, Taasummaa, Tasuma"
2641,በፀባይ,Amalaan
2642,በጽሁፍ,Barreeffamaan
2643,በፆታ,Saalaan
2644,በፈረቃ,Faraqaan
2645,በፈገግታ,Seeqachaa
2646,በፊርማ,Mallattoon
2647,በፍላጎት,Fedhiidhaan
2648,በፍቃደኝነት,Fedhiidhaan
2649,በፍቅር,Jaalalaan
2650,በፍጥነት,"Ariitiit, Hatattama, Hatattamatti"
2651,በፍጹም,Abadan
2652,በፍፁም,"Abadan, tasa"
2653,በፕሮግራም,Sagantaan
2654,ቡሃላ,"Boda, Boodaa, Eger, Teellaa"
2655,ቡሃላም,Boodas
2656,ቡላ,Bullaa
2657,ቡራቡሬ,Buburree
2658,ቡቃያ,Biqiltuu
2659,ቡቱቱ,"Bututtuu, Bututuu"
2660,ቡቹላ,Ilmoo saree
2661,ቡና,Buna
2662,ቡናማ,Bifa bunaa
2663,ቡዙ,Danuu
2664,ቡዙ ሁነዉ,Baay’atanii
2665,ቡዳ,Budaa
2666,ቡድኑ,Tuutni
2667,ቡድን,"Garee, Tuutaa"
2668,ቡጉር,Finiisa
2669,ቡጉንጅ,"Mashaa, dhiita"
2670,ቡጢኛ,Xabataa buunyaa
2671,ቢሆኑም,Ta’anis
2672,ቢሆንም,Ta’ullee
2673,ቢላ,Haaduu
2674,ቢላዋ,Halbee
2675,ቢልም,"Jadhuus, Jedhus"
2676,ቢስክሌት,Biskiliittii
2677,ቢራቢሮ,Bilaachoo
2678,ቢሮ,"Biiroo, Waajjira"
2679,ቢባልም,Jedhamus
2680,ቢነሱም,Ka’aniis
2681,ቢኖሩም እንኳ,Jiraatanillee
2682,ቢያንስ,Yooxiqqaate
2683,ቢያንስም,Xiqqaatus
2684,ቢጃማ,Biijaamaa
2685,ቢገኝም,Argamuus
2686,ቢጫ,Keelloo
2687,ባህላዊ,Kan aadaa
2688,ባሕላዊ,Kan aadaa
2689,ባህል,Aadaa
2690,ባህልና ስፖርት,Aadaa Fi Ispoortii
2691,ባህሎች,Aadaawan
2692,ባህር,Galaana
2693,ባህርይ,Amala
2694,ባሕርይ,Amala
2695,ባህታዊ,Kawuloo
2696,ባለ ቤት,Abbaamanaa
2697,ባለሙያ,Ogeessa
2698,ባለማወቅ,Beekuu dhiisudhaan
2699,ባለሞያ,"Ogeessaa, Ogeettii"
2700,ባለሞያዎች,Ogeessonni
2701,ባለሟል,Michuu
2702,ባለስልጣን,Angawoota
2703,ባለቅኔ,Walaleessaa
2704,ባለቤት,"Dhiirsa, Dhirsa, Haadha-Manaa"
2705,ባለትዳር,Abba bultii
2706,ባለጌ,"Baalagee, Salphoo"
2707,ባላባት,Abbaa lafaa
2708,ባላንጣ,Nyaaphaa
2709,ባል,Dhirsa
2710,ባልዲ,Baaldii
2711,ባልዳረባ,"Michuu, miiltoo"
2712,ባሪያ,"Garba, Garbicha"
2713,ባርነት,Garbumaa
2714,ባርኔጣ,Kofiyaa
2715,ባርያ,Garbicha
2716,ባርያዎች,Borboota
2717,ባቄላ,Baaqelaa
2718,ባቡር,Baabura
2719,ባብዛኛው,Irra caalaa
2720,ባትሪ,"Baatirii, Tiriika"
2721,ባንክ,Baankii
2722,ባንኮች,Baankiiwwan
2723,ባንዲራዉ,Alaabaan
2724,ባንዳፍታ,Si’a tokko
2725,ባንድ,Baandii
2726,ባንድ ላይ,Waliitti
2727,ባንድራ,Alaabaa
2728,ባክቴሪያ,Baakteeriyaa
2729,ባዮሎጂ,Baayooloojii
2730,ባዳ,"Alagaa, Oorma"
2731,ባዶ,"Duwwaa, Onaa"
2732,ባዶ ሆድ ርሀብ,Agabuu
2733,ባጠቃላይ,"Gutuma, Guutummaa, Waliigalaan, Waliigalaati, Walumaagalatti"
2734,ቤተሙከራ,Laaboraatoorii
2735,ቤተ-ሙከራ,Mana yaalii
2736,ቤተሠብ,Maatii
2737,ቤተሰብ,"Maatii, Matii"
2738,ቤተክርስቲያን,Bataskaana
2739,ቤታሰብ,Maatii
2740,ቤት,Mana
2741,ቤት ሰሩ,Ijaarratan
2742,ቤት ሰራ,Ijaare
2743,ቤቶች,Manneen
2744,ቤንዚን,Beenzina
2745,ብሔራዊ,Biyyoolessa
2746,ብሔር,"Gosa, Saba"
2747,ብሔርተኝነት,Sabummaa
2748,ብሔርና,Sabaafi
2749,ብሄሮች,Saboota
2750,ብለን,"Jannaan, Janne"
2751,ብለዉ,Jadhanii
2752,ብላ,Nyaadhu
2753,ብላችሁ,"Jattaniiti, Jettanii"
2754,ብልሀት,Mala
2755,ብልሃት,Tooftaa
2756,ብልህ,Qareessa
2757,ብልቃጥ,Qaruuraa xiqqaa
2758,ብልኮ,Huccuu furdaa
2759,ብልጠት,Tooftaa
2760,ብልጡ,Abshaalli
2761,ብልጥ,"Abshaala, Gamna, Haxxee"
2762,ብልጭልጭ,"Caancoo, Calaqisaa"
2763,ብልፅግና,Dagaagina
2764,ብሎ,Jadhee
2765,ብስኩት,Biskutii
2766,ብስክሊት,Biskileettii
2767,ብስክሌት,Biskiliittii
2768,ብስክልት,Biskiliittii
2769,ብረት,"Sibiila, Sibiilaa"
2770,ብሩህ,Ifaa
2771,ብሩሽ,"Burushii, Haxooftuu"
2772,ብራቢሮ,Billaacha
2773,ብራብሮ,Billaacha
2774,ብር,"Biirii, Maallaqa, Qarshii"
2775,ብርሀን,"Ibsaa, Ifa"
2776,ብርሃን,Ifaa
2777,ብርቅ,Qushuna
2778,ብርቱካን,"Birtukaanii, Burtukaana"
2779,ብርዝ,Birzii
2780,ብርድ,Qoraa
2781,ብርድልብስ,Banjaa
2782,ብርጭቆ,Birciqqoo
2783,ብቁ,Dandayeessa
2784,ብቃት,Ga’umsaa
2785,ብቅል,"Biqila, Biqilla"
2786,ብቅል ,Biqila
2787,ብቅአለ,"Mul’achuu, ga’uu"
2788,ብብት,Bobaa
2789,ብትን,Faca’aa
2790,ብቸኛ,Kophaa
2791,ብቸኝነት,Kophummaa
2792,ብቻ,"Kophaa, Qobaa, Qofaa"
2793,ብቻውን,Kophaasaa
2794,ብችኝነት,Kophummaa
2795,ብናኝ,Huuba
2796,ብእር,"Biirii, qalama"
2797,ብዕር,"Biirii, qalama"
2798,ብኩን,Facaasaa
2799,ብክለት,Faalama
2800,ብዙ,"Baay’ee, Baayee, Baayyee, Danuu, Heddu, Hedduu"
2801,ብዙሃን,Heddumina
2802,ብዙነዉ,Hedduudhaa
2803,ብዙዎች,Heddduun
2804,ብዛት,Baayina
2805,ብዝበዛ,Saamicha
2806,ብይ,Biyyi
2807,ብድር,Liqii
2808,ብጉር,Finniisa
2809,ብጥብጥ,Lola
2810,ብጫ,Keelloo
2811,ቦሎኬት,Blokeetii
2812,ቦምባ,Boomba
2813,ቦምብ,Bombii
2814,ቦረቦረ,Dhooqa basuu
2815,ቦርሳ,"Borsaa, Korojoo"
2816,ቦርጭ,Borcii
2817,ቦቅባቃ,Alba’a
2818,ቦቆሎ,Boqoloo
2819,ቦቲ,Bottii
2820,ቦታ,"Bakka, Iddoo, Oddo"
2821,ቦታዉ,Iddon
2822,ቦታዎች,Iddoolee
2823,ቦንድ,Bondii
2824,ቦካ,Bukaa’ye
2825,ቦይ,"Mandala, bo’oo"
2826,ቦግብልጭ,Cancala
2827,ተለማመዱ,Shaakalan
2828,ተለማመድ,Shaakali
2829,ተለወጠ,Jijjiirame
2830,ተለዋወጠ,Jijjiirame
2831,ተለየ,Addaan baayuu
2832,ተለያየ,"Adda ba’e, Gargarbahe"
2833,ተለይቶ,Adda ba’uun
2834,ተላላከ,Walitti erge
2835,ተላላኪ,Ergamaa
2836,ተላላኪዎች,Eergamtoota
2837,ተላላፈ,Dadarbaa
2838,ተላከ,Ergame
2839,ተላጣፊ,Maxxantuu
2840,ተላጨ,Haadamee
2841,ተልባ,Talbaa
2842,ተልእኮ,Ergama
2843,ተልዕኮ,Ergannoo
2844,ተመለስ,Deebbi
2845,ተመላላሽ,Marmaara
2846,ተመልከት,Ilaali
2847,ተመልካች,Daawwatoota
2848,ተመሠረተ,Hundeessaame
2849,ተመሰረተ,Hundeessaame
2850,ተመሳሳይ,"Walfakaataa, Walfakkaataa"
2851,ተመሳሳይነት,Kan wal fakkaatu
2852,ተመስክሮ,Raggaasifamee
2853,ተመረመረ,Qoratamee
2854,ተመረቀ,Eebbifamee
2855,ተመረጠ,Filatame
2856,ተመረጡ,"Filaman, Filamuu"
2857,ተመራመረ,Qorattee
2858,ተመራመሩ,Qoradhaa
2859,ተመራማሪ,Saayintisiitii
2860,ተመራማሪዎች,Qoratoota
2861,ተመራረቁ,Waleebbisanii
2862,ተመራቂ,Eebbifamtoota
2863,ተመራጭ,"Filaman, Filatama, Filatamaa"
2864,ተመታ,Dha’ame
2865,ተመታች,Rukutamte
2866,ተመኘ,Hawwee
2867,ተመኙ,Hawwan
2868,ተመኝተን,Hawwinee
2869,ተመካከረ,Wal gorsan
2870,ተመካከሩ,Mari’adha
2871,ተመካክረዉ,Mariyatanii
2872,ተመዘነ,Madaalamee
2873,ተመዘገበ,"Galmaa’e, Galmaa’ee"
2874,ተመዘገቡ,Galmaa’anii
2875,ተመደበ,Ramadamee
2876,ተመጣጣኝ,"Wal kan maadalu, Walgita"
2877,ተማረከ,Booji’ame
2878,ተማሪ,Barataa
2879,ተማሪዎች,Baratoota
2880,ተማርኩ,Baradhee
2881,ተምሳሌት,Fakkeennoo
2882,ተሞልቱዋል,Guutameera
2883,ተሞክሮ,Yaalii
2884,ተሰለፍን,Hiriiree
2885,ተሰመረ,Sararame
2886,ተሰማማ,Waliigalee
2887,ተሰማው,Iti dhagaa’amee
2888,ተሠራ,Hojjatamee
2889,ተሰራ,Tolee
2890,ተሰቀለ,"Yaabatee, Yaabee"
2891,ተሰቀሉ,Yaabatanii
2892,ተሰበሰበ,Guuraame
2893,ተሰበሰቡ,"Sassaabaman, Wal-ga’anii"
2894,ተሰበረ,Cabee
2895,ተሰበከ,Lallabame
2896,ተሰባሰቡ,Walgahanii
2897,ተሰባሪ,Cabaa
2898,ተሰባበረ,Caccabe
2899,ተሰናበተ,Nagaa dhaame
2900,ተሰካ,Suuqame
2901,ተሰወረ,Dhokate
2902,ተሰዋ,Wareegame
2903,ተሰዉ,"Wareegaan, Wareegaman"
2904,ተሰደብን,Arrabsamne
2905,ተሰደደ,Godaane
2906,ተሰዳጅ,Godaantuu
2907,ተሰጠ,Kenname
2908,ተሰጥኦ,Kennaa
2909,ተሳሳተ,Dogongore
2910,ተሳተፉ,Hirmaatanii
2911,ተሳታፊ,Hirmaataa
2912,ተሳታፊዎች,Hirmaatoota
2913,ተሳትፎ,"Hirmaanna, Hirmaannaa, Tattaaffii"
2914,ተሳካለት,Milkaa’e
2915,ተሳደበ,Arrabse
2916,ተሳፈረ,Imaale
2917,ተስማሙ,"Waliigalaa, Waliigalan"
2918,ተስማሚነት,Walii galuu
2919,ተስማማ,Walii gale
2920,ተስማማን,Waliigalle
2921,ተስተካከለ,"Sirraa’ee, Tolfame"
2922,ተስፈኛ,Abdatuu
2923,ተስፋ,Abdii
2924,ተስፋ ሰጪ,Abdachiisaa
2925,ተስፋ ሰጪ ነዉ,Abdachiisadha
2926,ተስፋፋ,"Baballatee, Tamsa’ee"
2927,ተረሳ,Dagatamee
2928,ተረሳን,Irraanfatamne
2929,ተረበሸች,Jeeqamte
2930,ተረበሹ,Jeeqaman
2931,ተረት,Durdurii
2932,ተረቶች,Durduriiwan
2933,ተረከዝ,Koomee
2934,ተረዱ,Hubadhaa
2935,ተረዳ,Hubachuu
2936,ተረዳሁ,Hubadhee
2937,ተረጂ,Gargaaraman
2938,ተረጋገጠ,Mirkanaa’e
2939,ተረጋጋ,Tasgabbaa’ee
2940,ተረጨ,Faca’ee
2941,ተራስ,Boraatii
2942,ተራራ,"Gaara, Gaaraa, Tabba, Tullu, Tulluu"
2943,ተራራ ጫፍ,Tulluudhuma
2944,ተራራዎች,Tulluuwan
2945,ተራሮች,Gaarawan
2946,ተሯሯጠ,Fiifiigu
2947,ተሸለመ,Badhaafame
2948,ተሸሎክላኪ,Lo’aa
2949,ተሸነፈ,Moo’ame
2950,ተሸኘ,Gaggeefame
2951,ተሸከም,Baadhuu
2952,ተሸጠ,Gurgurame
2953,ተሸፋፈነ,Haguugamee
2954,ተሸፋፍነዉ,Aguugamani
2955,ተሻሻለ,Fooyyessee
2956,ተሻሻል,Foyya’e
2957,ተሻገረ,"Ce’ee, Ceehe"
2958,ተሻገሩ,Ca’an
2959,ተሽከርካሪ,Konkolaataa
2960,ተሿሚ,Muudamaa
2961,ተቀመጠች,Teessee
2962,ተቀመጡ,"Ta’aa, Ta’an, Taa’aa"
2963,ተቀመጥነ,Teenye
2964,ተቀምጠዉ,"Ta’anii, Taa’anii"
2965,ተቀምጣ,Teechee
2966,ተቀምጣችሁ,Teessanitti
2967,ተቀምጦ,Kaahameeti
2968,ተቀበለ,Fudhate
2969,ተቀባ,Dibame
2970,ተቀባይ,Fudhatamee
2971,ተቀባይነት,Fudhatama
2972,ተቀናጀ,Qindaa’ee
2973,ተቀናጁ,Qindaa’anii
2974,ተቀናጅተዉ,Hunda’anii
2975,ተቀየረ,"Jijiramme, Jijjiirame"
2976,ተቀያየሩ,Waljijjiiranii
2977,ተቀደደ,"Baqaqe, Tarsa’e"
2978,ተቀጣ,Adabame
2979,ተቁጣ,Dutte
2980,ተቃለለ,Salphate
2981,ተቃራኒ,"Faallaa, Gargalchi"
2982,ተቃወመ,Morme
2983,ተቃውሞ,Mormii
2984,ተቃዉሞ,Mormii
2985,ተቃጠለ,"Boba’ee, Gubate, Gubatee"
2986,ተቃጠለ/ነደደ,Boba’ee
2987,ተቃጠልኩ,Gubadhe
2988,ተቅማጥ,"Garaa Kaasaa, Teesissa"
2989,ተቆጠሩ,Lakaa’aman
2990,ተቆጠበ,Of qabe
2991,ተቆጣ,Dheekkamse
2992,ተቆጣች,Dutte
2993,ተቆጣጠረ,To’atee
2994,ተቆጣጣሪ,"Sakata’a, To’aatu, To’ata, To’ataa, Too’ataa, Toowattuu"
2995,ተቆጪ,Dutta
2996,ተቆፈረ,Qotame
2997,ተቋሙ,Dhaabatichi
2998,ተቋማት,Dhaabbata
2999,ተቋም,Dhaaba
3000,ተቋሞች,Dhaabbatota
3001,ተቋቋመ,Hundeefaame
3002,ተበላ,Nyaatamee
3003,ተበላሸ,Bade
3004,ተበላች,Nyaatamte
3005,ተበሳ,Urame
3006,ተበሳጨ,Aaree
3007,ተበተነ,"Faca’ee, Facaa’e"
3008,ተበደረ,Liqeefatee
3009,ተበደሩ,Liqeefadha
3010,ተበዳሪ,"Liqeeffataa, Liqeessatu"
3011,ተባለ,"Jedhame, Jedhamee"
3012,ተባሉ,"Jadhaman, Jedhaamanii, Jedhaman"
3013,ተባልን,Jedhamne
3014,ተባበረ,Itti walii gale
3015,ተባባሪ,Kan wal tumsuu
3016,ተባዛ,Hedduumaate
3017,ተባይ,"Ilbiisa, lubboolii"
3018,ተብሎ,Jedhaamee
3019,ተተረተረ,Dhohee
3020,ተተረጎመ,Hiikkaame
